locus_tag	gene_name	description	type	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_011165	pgaA	poly-beta-1	pseudo	1.24016051123353	6.71811808690402	1.83288065322857e-08	6.06588692046938e-07	6.21710569001512
EKN05_021875	glpD	glycerol-3-phosphate dehydrogenase	CDS	-1.26707359578922	9.92489778779824	1.90466627856967e-08	6.24958448156323e-07	6.20414885679403
EKN05_013590	galT	galactose-1-phosphate uridylyltransferase	CDS	-1.03745675200256	7.41372032336381	2.00067263508331e-08	6.50896800515664e-07	6.18648786322814
EKN05_014155	allE	(S)-ureidoglycine aminohydrolase	CDS	-2.17198460042788	4.41134381022784	2.07361674940915e-08	6.68959218569892e-07	6.17460035710498
EKN05_019815	ibpA	heat shock chaperone IbpA	CDS	1.65684122977144	6.08831784831917	2.21347267925659e-08	7.08126801305506e-07	6.14988896804966
EKN05_017400	groL	chaperonin GroEL	CDS	1.27497491837752	11.2182405998069	3.06062917046315e-08	9.47560918178068e-07	6.0233928599054
EKN05_016630	dnaJ	molecular chaperone DnaJ	CDS	1.13860183155268	7.98269609539344	3.51234374650612e-08	1.07871101142696e-06	5.96709488798879
EKN05_021415	EKN05_021415	MgtC/SapB family protein	pseudo	-1.94510571638414	8.14371991367852	3.63451965056652e-08	1.1073746776607e-06	5.95570541172346
EKN05_002050	cysJ	NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	CDS	1.66673215604834	4.79611810658792	3.8760219991824e-08	1.17165735865049e-06	5.93119937552267
EKN05_017405	groES	co-chaperone GroES	CDS	1.53242624510537	8.27471053250055	4.05877651832335e-08	1.21731586358151e-06	5.91459671839129
EKN05_021905	rtcA	RNA 3'-terminal phosphate cyclase	CDS	2.04268915676001	7.10533817235747	4.67501860416311e-08	1.39127104041722e-06	5.8565882547018
EKN05_007580	sufD	Fe-S cluster assembly protein SufD	CDS	-1.56631804408492	6.8888677510273	4.71250480112345e-08	1.39163891780869e-06	5.85647343451397
EKN05_021410	hdeB	acid-activated periplasmic chaperone HdeB	CDS	-2.00568927344085	10.1956864297875	4.7877376646264e-08	1.40306296904586e-06	5.85292283752797
EKN05_011100	EKN05_011100	curli production assembly/transport protein CsgG	pseudo	1.28496990256526	6.8146917402501	4.99635018950986e-08	1.45310518011578e-06	5.83770294902569
EKN05_014260	higA	addiction module antidote protein	CDS	-1.19538743035665	6.70031605175975	6.17543833356137e-08	1.78251938064226e-06	5.74896573953487
EKN05_015120	pepD	cytosol nonspecific dipeptidase	CDS	-1.08276558956419	8.99252403846881	7.00674055804974e-08	1.9925094075817e-06	5.70059961941683
EKN05_008685	EKN05_008685	L-cystine transporter	pseudo	1.16720588412397	6.98097076202352	7.34228696899703e-08	2.07257644661615e-06	5.683489441607
EKN05_009095	manZ	PTS mannose transporter subunit IID	CDS	1.70669551310018	9.51628220962561	9.67921629990998e-08	2.71230010039083e-06	5.56666225996233
EKN05_009100	EKN05_009100	DUF986 domain-containing protein	CDS	1.58366098237422	4.78407006160765	1.01661150304894e-07	2.8280953334818e-06	5.54850595480893
EKN05_014250	ybaS	glutaminase	CDS	-1.46297143549478	7.91619098072899	1.22307901617569e-07	3.37798585834421e-06	5.4713421728988
EKN05_021970	feoB	Fe(2+) transporter permease subunit FeoB	CDS	-1.16471828894984	6.88503608721005	1.23585774637309e-07	3.38889849166164e-06	5.46994143947524
EKN05_022390	rplP	50S ribosomal protein L16	CDS	1.39179695711857	7.79695945607451	1.33219283330186e-07	3.62715481350769e-06	5.44043390755239
EKN05_022380	rplV	50S ribosomal protein L22	CDS	1.33149311989824	7.02347328279239	1.35732447449787e-07	3.66955539267417e-06	5.43538655215262
EKN05_001505	csiD	carbon starvation induced protein CsiD	CDS	-1.46125562303108	6.497503676414	1.61342762293073e-07	4.27168872029729e-06	5.36940040204286
EKN05_016105	gcd	pyrroloquinoline quinone-dependent dehydrogenase	CDS	-0.982674952613721	8.96513284385818	1.75341140040739e-07	4.57914718786664e-06	5.3392153966883
EKN05_022260	kefG	glutathione-regulated potassium-efflux system ancillary protein KefG	CDS	-1.19463674148333	6.32821617526282	2.06150403619411e-07	5.34737432091161e-06	5.27185941383937
EKN05_000755	tkt	transketolase	CDS	0.887289652285869	8.52544548482244	2.19285918519936e-07	5.64992376642976e-06	5.24795741201105
EKN05_017530	cysQ	3'(2')	CDS	-0.926732991339195	9.1736310334143	2.34811498569245e-07	6.00960895338221e-06	5.22115378671832
EKN05_017100	priB	primosomal replication protein N	CDS	1.03706222949133	7.22066365883866	2.50633318885026e-07	6.33014020526062e-06	5.19858667075726
EKN05_017105	rpsF	30S ribosomal protein S6	CDS	1.41169388347094	8.31681790533209	2.56585505310486e-07	6.43811604501277e-06	5.19124119955868
EKN05_002800	glrR	two-component system response regulator GlrR	CDS	-1.27510916400327	5.68278020227002	2.59600371276007e-07	6.4714663982376e-06	5.18899729946975
EKN05_007565	sufA	Fe-S cluster assembly scaffold SufA	CDS	-1.84984170928307	5.55980924416308	2.64582389284468e-07	6.55310833847143e-06	5.18355265206349
EKN05_014185	allS	HTH-type transcriptional activator AllS	CDS	-1.40710048781918	6.27039966131176	2.77437871242583e-07	6.78397444395079e-06	5.16851579678791
EKN05_004810	EKN05_004810	YIP1 family protein	CDS	-1.20963645023016	7.65556251972129	2.82990019923838e-07	6.87594105371909e-06	5.16266785510224
EKN05_014610	EKN05_014610	hypothetical protein	CDS	1.2400675366047	4.33444664949985	2.90149884617722e-07	7.0055685977826e-06	5.15455661000592
EKN05_004735	mglB	galactose/glucose ABC transporter substrate-binding protein MglB	CDS	-2.52013180274576	8.76801323114447	2.97028211670864e-07	7.08522717657403e-06	5.14964622022939
EKN05_011295	cbpA	curved DNA-binding protein	CDS	-1.21776515666816	9.49255688528993	2.97140290551815e-07	7.08522717657403e-06	5.14964622022939
EKN05_021380	EKN05_021380	IS1 family transposase	pseudo	-1.35989927159411	5.17687978153048	3.22997359417858e-07	7.65423989385899e-06	5.11609793054286
EKN05_012575	moaC	cyclic pyranopterin monophosphate synthase MoaC	CDS	-1.09127556139138	4.98163204901419	3.4136076951964e-07	8.03977910543496e-06	5.09475588341679
EKN05_022370	rplB	50S ribosomal protein L2	CDS	1.12301099903271	7.9175839028519	3.47252381993245e-07	8.12867008824431e-06	5.089980502448
EKN05_016935	opgB	phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	CDS	0.938049889766497	7.55899332427832	3.69154787886331e-07	8.53726042587725e-06	5.06868147038852
EKN05_008975	gapA	glyceraldehyde-3-phosphate dehydrogenase	CDS	1.22770497362387	11.7509238111315	4.01685724265729e-07	9.12468340506589e-06	5.03978219512553
EKN05_007570	sufB	Fe-S cluster assembly protein SufB	CDS	-1.87720205527839	7.01185005566192	4.07502510803965e-07	9.1762704415891e-06	5.03733379545999
EKN05_021220	EKN05_021220	hypothetical protein	CDS	-1.28121275239407	5.37383041589978	4.0873723509032e-07	9.1762704415891e-06	5.03733379545999
EKN05_002495	clpB	ATP-dependent chaperone ClpB	CDS	0.900749566015566	9.13695390488812	4.17304729487227e-07	9.3141445145434e-06	5.03085702801142
EKN05_012990	EKN05_012990	DUF493 family protein	CDS	1.27502375291336	8.1190984927311	4.42435412387643e-07	9.81797426679863e-06	5.00797811053336
EKN05_002905	suhB	inositol-1-monophosphatase	CDS	1.1861193994731	8.78839533438705	4.56371013938671e-07	1.00690133477618e-05	4.99701308343009
EKN05_011345	EKN05_011345	4Fe-4S binding protein	CDS	-1.50217252038028	5.47274769176422	5.42101840370134e-07	1.1696115243228e-05	4.93195836120945
EKN05_014175	allR	HTH-type transcriptional repressor AllR	CDS	-1.05677442552637	10.243873087538	5.42304900571656e-07	1.1696115243228e-05	4.93195836120945
EKN05_005940	EKN05_005940	mannosyl-3-phosphoglycerate phosphatase-related protein	pseudo	-0.808591237131437	7.90813196795558	5.98850952738672e-07	1.27058497484299e-05	4.89599628467002
EKN05_007590	sufE	cysteine desulfuration protein SufE	CDS	-1.13003644018829	6.60965814040566	6.02075325605989e-07	1.27058497484299e-05	4.89599628467002
EKN05_000430	yghA	NADP(+)-dependent aldehyde reductase	CDS	-1.04619086437376	7.13332456183493	6.02361201931295e-07	1.27058497484299e-05	4.89599628467002
EKN05_019810	ibpB	heat shock chaperone IbpB	CDS	1.56025794116795	4.53689747958729	6.32001150180086e-07	1.3258209920991e-05	4.87751510895657
EKN05_014830	psiF	phosphate starvation-inducible protein PsiF	CDS	-0.979059213761389	7.21291631052112	6.5963951592184e-07	1.37628049001301e-05	4.86129304658678
EKN05_022640	dusB	tRNA dihydrouridine synthase DusB	CDS	1.00425429857174	7.74168337174522	6.9717314773409e-07	1.43895038395224e-05	4.8419541805924
EKN05_022350	rpsJ	30S ribosomal protein S10	CDS	1.87310674994532	7.02780749821511	7.16663304972214e-07	1.47126760844296e-05	4.83230832638888
EKN05_008535	ppsA	phosphoenolpyruvate synthase	CDS	-1.01775216526875	9.9600662346195	8.66256763123167e-07	1.76839230902231e-05	4.75242138256759
EKN05_000705	galP	sugar porter family MFS transporter	CDS	-0.795662805177912	8.44208703336212	8.70607310250629e-07	1.76839230902231e-05	4.75242138256759
EKN05_003645	EKN05_003645	alanine transaminase	CDS	-0.989042719633568	8.27244102171522	9.03262560008161e-07	1.82506577256386e-05	4.7387214796202
EKN05_022315	rpsG	30S ribosomal protein S7	CDS	0.824385794104662	9.22713346312539	9.87451075742475e-07	1.98472496323317e-05	4.70229966785606
EKN05_020620	ysgA	dienelactone hydrolase family protein	CDS	-1.04916212379682	9.54092001158589	1.03958318888127e-06	2.078624928185e-05	4.68222386868438
EKN05_017095	rpsR	30S ribosomal protein S18	CDS	1.16834079286692	6.61559275074907	1.04534342538511e-06	2.07931264769608e-05	4.68208020477119
EKN05_009520	EKN05_009520	YcjX family protein	CDS	0.97017404519293	5.79065495410047	1.21195304323246e-06	2.39829264586053e-05	4.62009782426975
EKN05_004965	btsS	two-component regulatory system sensor histidine kinase BtsS	CDS	0.981900063114381	5.74654081489318	1.29358695911885e-06	2.54670786464474e-05	4.59402087052493
EKN05_021385	EKN05_021385	efflux RND transporter periplasmic adaptor subunit	CDS	-0.994239311920072	7.58896233138038	1.30501854638628e-06	2.55610520386578e-05	4.59242127550654
EKN05_002580	grcA	autonomous glycyl radical cofactor GrcA	CDS	1.31262355714454	10.6482800478932	1.34877427632196e-06	2.62730997211196e-05	4.58048868578408
EKN05_021390	EKN05_021390	hypothetical protein	CDS	-1.37113347909347	9.08966280006803	1.35505958447035e-06	2.62730997211196e-05	4.58048868578408
EKN05_003275	tal	transaldolase	CDS	-0.862406067559767	8.55389422026981	1.48001077699281e-06	2.85515646878161e-05	4.54437008648419
EKN05_014420	EKN05_014420	hypothetical protein	CDS	-0.882683291888662	10.6707895510644	1.52247422383277e-06	2.922389272647e-05	4.53426193497858
EKN05_021210	bcsA	UDP-forming cellulose synthase catalytic subunit	pseudo	-0.900614719307554	7.06396509770331	1.63002036529271e-06	3.11325780216852e-05	4.50678491483839
EKN05_011850	pflB	formate C-acetyltransferase	CDS	0.764669940010869	10.7802989624542	1.7570575421602e-06	3.33927916057079e-05	4.47634727282115
EKN05_007410	EKN05_007410	glycoside hydrolase family 10 protein	CDS	-0.84288397004001	6.22815351071705	1.81796744375718e-06	3.43801823477035e-05	4.46369182420535
EKN05_021420	EKN05_021420	helix-turn-helix transcriptional regulator	CDS	-1.85589511790341	7.18929818616165	1.86601017095935e-06	3.51157502270243e-05	4.45449804870643
EKN05_018140	EKN05_018140	MmcQ/YjbR family DNA-binding protein	CDS	-1.05546714081619	6.94884935004596	1.89060309715174e-06	3.54050014144661e-05	4.45093538392677
EKN05_020450	aslB	anaerobic sulfatase maturase	CDS	1.30461717681032	6.10463752745132	2.00396902482527e-06	3.73458110985642e-05	4.42775810385665
EKN05_007370	EKN05_007370	IS1 family transposase	pseudo	-1.58968569960957	3.5880374945626	2.05651860335524e-06	3.81399754506316e-05	4.41861959083009
EKN05_007430	EKN05_007430	insulinase family protein	pseudo	-0.972323904797312	5.80736740072939	2.08989804920018e-06	3.85726856292283e-05	4.41372012226049
EKN05_009515	EKN05_009515	TIGR01620 family protein	CDS	1.01324657823711	5.70107740964682	2.16762419225894e-06	3.98158338472827e-05	4.39994418458468
EKN05_022320	fusA	elongation factor G	CDS	0.890854899818814	10.8092431462649	2.43843049160906e-06	4.43655670961477e-05	4.35295396280607
EKN05_016700	lasT	tRNA/rRNA methyltransferase	CDS	-1.23498401384421	5.85646833374131	2.48819055933257e-06	4.50573752701781e-05	4.34623411085628
EKN05_003440	cysP	sulfate ABC transporter substrate-binding protein	CDS	1.00495717544451	5.4259957211508	2.51940514890724e-06	4.54084336462671e-05	4.34286347873139
EKN05_022395	rpmC	50S ribosomal protein L29	CDS	1.35168029565742	6.6898004163552	2.77675171005309e-06	4.98128496023075e-05	4.30265861323331
EKN05_004425	yojI	microcin J25 efflux ABC transporter YojI	CDS	-1.04361160442627	6.42434774511992	2.89446686342456e-06	5.1560051028414e-05	4.28768666150196
EKN05_021790	EKN05_021790	DUF2756 family protein	CDS	-0.956836172889408	8.18665608110139	2.91628795202077e-06	5.1560051028414e-05	4.28768666150196
EKN05_018965	EKN05_018965	DUF406 domain-containing protein	CDS	-1.07573461449673	5.63276937932623	2.92786952961559e-06	5.1560051028414e-05	4.28768666150196
EKN05_017510	ytfF	DMT family transporter	CDS	-0.847250658764896	6.25180889827016	3.0566442783791e-06	5.3581997190399e-05	4.27098110273594
EKN05_012395	mntS	manganase accumulation protein MntS	CDS	-1.10089482013004	9.88767602100544	3.70552185906148e-06	6.46613564406228e-05	4.18935518916927
EKN05_000455	hybO	hydrogenase 2 small subunit	CDS	0.679191537945933	6.73767425361002	3.82462702384996e-06	6.64377517853393e-05	4.17758507224324
EKN05_011105	EKN05_011105	DUF1097 domain-containing protein	CDS	0.893339972937892	8.92284684305299	3.91885701079521e-06	6.77679822722648e-05	4.16897544487593
EKN05_022815	nanA	N-acetylneuraminate lyase	CDS	0.813058510974377	6.22393385158093	3.93724439288982e-06	6.77806332928431e-05	4.16889437774853
EKN05_004740	mglA	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	CDS	-1.32161853304225	7.5849285923207	3.99894009132699e-06	6.85354062973407e-05	4.16408500826003
EKN05_012250	ybjG	undecaprenyl-diphosphate phosphatase	CDS	0.981672180232193	6.34918695986413	4.06763487038464e-06	6.89615095740636e-05	4.1613932403314
EKN05_000120	ygjG	putrescine aminotransferase	CDS	-1.06343528048755	8.29606411071567	4.07171819713719e-06	6.89615095740636e-05	4.1613932403314
EKN05_001625	emrR	multidrug efflux transporter EmrAB transcriptional repressor EmrR	CDS	0.84154313586078	7.16542596428453	4.0848492550731e-06	6.89615095740636e-05	4.1613932403314
EKN05_012580	moaB	molybdenum cofactor biosynthesis protein B	CDS	-0.847467914938587	5.56911749111441	4.09565620809755e-06	6.89615095740636e-05	4.1613932403314
EKN05_018640	rplA	50S ribosomal protein L1	CDS	0.911186684332306	9.44937343165098	4.19023739471806e-06	7.02459447961687e-05	4.15337874193506
EKN05_011305	torD	molecular chaperone TorD	pseudo	-0.877044805484954	7.93058216282795	4.2542357764752e-06	7.10087441125578e-05	4.14868816837941
EKN05_007290	narH	nitrate reductase subunit beta	CDS	-0.948744060816039	6.05210177055667	4.35577183971366e-06	7.23887796219079e-05	4.14032874493446
EKN05_008000	rstA	two-component system response regulator RstA	CDS	0.895692665374504	5.74411293145037	4.64333777083891e-06	7.6835231475218e-05	4.11443959602614
EKN05_017635	nrdD	anaerobic ribonucleoside-triphosphate reductase	CDS	-0.616874709563745	8.2156253457624	4.77163585776762e-06	7.86193564719737e-05	4.10447051535967
EKN05_008270	lsrA	autoinducer 2 ABC transporter ATP-binding protein LsrA	CDS	0.895886398272692	5.86298490733361	5.04658500628239e-06	8.27941873466586e-05	4.08200015224753
EKN05_006715	mepM	murein DD-endopeptidase MepM	CDS	0.737899906677464	7.53399065832396	5.21261098353416e-06	8.48723413266505e-05	4.07123381701483
EKN05_022400	rpsQ	30S ribosomal protein S17	CDS	1.90543903807304	9.48417782568803	5.21747136053387e-06	8.48723413266505e-05	4.07123381701483
EKN05_010300	dsbB	disulfide bond formation protein DsbB	CDS	0.806912095469118	6.79761440369314	5.34637131180427e-06	8.63033761206751e-05	4.06397221469151
EKN05_007575	sufC	Fe-S cluster assembly ATPase SufC	CDS	-1.75018571245041	5.74384941108076	5.35040466702805e-06	8.63033761206751e-05	4.06397221469151
EKN05_013915	nfsB	oxygen-insensitive NAD(P)H nitroreductase	CDS	0.832072238323137	7.10180540187917	5.4981319316944e-06	8.8065912709671e-05	4.05519215954219
EKN05_016705	EKN05_016705	hypothetical protein	CDS	-1.1619323578633	9.41670027473167	5.50555328218834e-06	8.8065912709671e-05	4.05519215954219
EKN05_010435	mnmA	tRNA 2-thiouridine(34) synthase MnmA	CDS	0.674048397405004	7.65984333896251	6.21194876841706e-06	9.89529930371498e-05	4.00457106512752
EKN05_001275	csdA	cysteine desulfurase CsdA	CDS	0.762437250457515	7.95864157288147	6.69113994503401e-06	0.000106132092575674	3.9741532728276
EKN05_010235	EKN05_010235	TonB-dependent receptor	pseudo	-0.59475123801736	6.85985101059006	6.71792094188299e-06	0.000106132092575674	3.9741532728276
EKN05_007405	EKN05_007405	diguanylate cyclase	CDS	-0.951861715824633	5.76814560163982	7.29808739156656e-06	0.000114825235640262	3.93996265466544
EKN05_011930	EKN05_011930	hydrolase	CDS	-0.863527568425464	9.85833829959292	7.53601569856427e-06	0.00011808475210934	3.92780617776582
EKN05_004765	sanA	outer membrane permeability protein SanA	CDS	0.955870281062494	8.86693237429104	7.57861778288168e-06	0.00011826956775806	3.92712699041005
EKN05_013415	sdhC	succinate dehydrogenase cytochrome b556 subunit	CDS	-0.747863989884068	8.00319581573725	8.02080990932169e-06	0.000124663519197919	3.90426061732318
EKN05_010125	prfA	peptide chain release factor 1	CDS	0.737438163313055	7.22453905817808	8.08180303632234e-06	0.000125105007485651	3.9027253067745
EKN05_003495	cysK	cysteine synthase A	CDS	0.867459866311679	8.64257031472816	8.1204309900597e-06	0.000125198130806583	3.90240215504289
EKN05_003450	cysW	sulfate ABC transporter permease	CDS	1.20924241959453	4.64130078065151	8.37160029466676e-06	0.000128554294124903	3.89091341195303
EKN05_000395	dkgA	2	CDS	-1.11409163242284	7.89523645882543	8.54487853342138e-06	0.000130362877253407	3.88484606273982
EKN05_014245	ybaT	amino acid permease	CDS	-0.945941405098107	8.87843403415167	8.55729228128641e-06	0.000130362877253407	3.88484606273982
EKN05_010600	potA	spermidine/putrescine ABC transporter ATP-binding protein PotA	CDS	0.941758895315827	6.38148865078067	9.02170771970138e-06	0.000136894608442425	3.86361365610131
EKN05_009110	mntP	manganese efflux pump MntP	CDS	1.03143688200165	7.02145918577065	9.45151960907585e-06	0.000142851904642686	3.84511396479966
EKN05_000460	hybA	hydrogenase 2 operon protein HybA	CDS	0.944937211874155	5.8417019996155	9.9825534945093e-06	0.000150286364178122	3.8230804221466
EKN05_022740	EKN05_022740	hypothetical protein	CDS	-1.03360905358303	6.34454929892587	1.01187009674044e-05	0.000151740988335412	3.81889709157011
EKN05_021360	yiaG	HTH-type transcriptional regulator	CDS	-1.08118361848769	11.2224964528052	1.03341611530507e-05	0.000154369045395181	3.81143978147329
EKN05_008335	EKN05_008335	TIGR00156 family protein	pseudo	-1.16989801337139	6.02715927653741	1.07928311418762e-05	0.000160572020211313	3.79433012858704
EKN05_000625	yggM	DUF1202 family protein	CDS	1.5390681156611	3.89715470302747	1.08330693500209e-05	0.000160572020211313	3.79433012858704
EKN05_017640	treC	alpha	CDS	-0.711158875824631	6.57671816424265	1.10027806341733e-05	0.000162460287902275	3.78925278147064
EKN05_008540	ppsR	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR	CDS	-0.680078896931675	6.97967392929123	1.1241579914237e-05	0.00016535028847033	3.7815950430789
EKN05_017090	rplI	50S ribosomal protein L9	CDS	1.33835836060746	9.11443152237101	1.19348688524803e-05	0.00017421278146263	3.75891998529243
EKN05_008785	astC	succinylornithine/acetylornithine transaminase	pseudo	-1.22129390166686	9.06867073843856	1.20185264309798e-05	0.000174769405183832	3.75753459185483
EKN05_007685	cfa	cyclopropane fatty acyl phospholipid synthase	CDS	-0.757154352207332	9.95814555710953	1.21282990957227e-05	0.000175700151805583	3.7552278632725
EKN05_022365	rplW	50S ribosomal protein L23	CDS	1.48213305194005	5.63861985703052	1.25324361116974e-05	0.000180194839823245	3.74425764991843
EKN05_004020	yfcC	putative basic amino acid antiporter YfcC	CDS	0.663479926085026	6.13258832016438	1.27058165951949e-05	0.000181745796159762	3.74053562572743
EKN05_021395	gadE	acid resistance transcriptional activator GadE	CDS	-1.49951810084551	10.4481301812751	1.27742079295066e-05	0.000181745796159762	3.74053562572743
EKN05_021215	bcsQ	cellulose biosynthesis protein BcsQ	CDS	-0.991547387829768	6.54896707256238	1.27823300242604e-05	0.000181745796159762	3.74053562572743
EKN05_010920	bssS	biofilm formation regulator BssS	CDS	-0.962268269093116	9.32740328450829	1.34475546053118e-05	0.000190498753246464	3.72010786229782
EKN05_014400	EKN05_014400	DUF1428 domain-containing protein	CDS	0.806691307594007	6.89258547692246	1.35364452100741e-05	0.000191052989564245	3.71884616215722
EKN05_000330	mdaB	NADPH:quinone oxidoreductase MdaB	CDS	-0.654818307111109	6.88404831061635	1.36123324302969e-05	0.000191420308424578	3.71801198835201
EKN05_018005	xylE	D-xylose transporter XylE	pseudo	-0.789049602942502	8.55892804668037	1.42624895858574e-05	0.000199104354618569	3.70091924139834
