locus_tag	gene_name	description	type	genes	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_013395	ybgQ	fimbrial biogenesis outer membrane usher protein	CDS	EKN05_013395	0.890235651908124	9.45980129326587	7.39906716701512e-16	5.97788785078467e-14	13.2234522368782
EKN05_008690	EKN05_008690	hypothetical protein	pseudo	EKN05_008690	1.00274108733668	9.10443136583064	9.30106553110847e-16	7.37540048226046e-14	13.1322143926361
EKN05_020270	hdfR	HTH-type transcriptional regulator HdfR	CDS	EKN05_020270	-1.73715638208958	7.62445919459859	1.01855335861763e-15	7.92990087563764e-14	13.1007322413624
EKN05_012980	ybeF	DNA-binding transcriptional regulator	CDS	EKN05_012980	0.852780875760895	9.74569890769232	1.0879572163775e-15	8.3189871438008e-14	13.0799295468626
EKN05_022160	frlA	fructoselysine/psicoselysine transporter	pseudo	EKN05_022160	0.949014454410577	9.13545118323323	1.14443373461819e-15	8.59730745900891e-14	13.0656375416387
EKN05_017595	yjfF	sugar ABC transporter permease YjfF	pseudo	EKN05_017595	1.45973077603495	7.80098601126416	1.36908237834539e-15	1.01076047311637e-13	12.9953517499764
EKN05_023200	EKN05_023200	fimbrial biogenesis outer membrane usher protein	pseudo	EKN05_023200	1.52412161705832	7.7556734431244	1.4229361062716e-15	1.03271396729746e-13	12.9860199491733
EKN05_017435	dsbD	protein-disulfide reductase DsbD	CDS	EKN05_017435	1.20494488697118	8.67971892000382	1.67489545362878e-15	1.19531705540641e-13	12.9225168837116
EKN05_017990	EKN05_017990	YjbH domain-containing protein	CDS	EKN05_017990	1.04513102776721	9.28518075344324	2.6857716723851e-15	1.85491520986339e-13	12.7316759376554
EKN05_004735	mglB	galactose/glucose ABC transporter substrate-binding protein MglB	CDS	EKN05_004735	1.22454995112745	8.550972441042	3.01612085005929e-15	2.05000467935776e-13	12.6882451476189
EKN05_004750	preA	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	pseudo	EKN05_004750	-1.72095952910099	7.72193504442355	3.96543998588444e-15	2.65312719055581e-13	12.5762419295003
EKN05_006630	ipaH_3	E3 ubiquitin--protein ligase	CDS	EKN05_006630	-1.24278243528956	9.36953618477978	4.23379244979371e-15	2.78909219538718e-13	12.5545371295898
EKN05_014745	phoR	phosphate regulon sensor histidine kinase PhoR	CDS	EKN05_014745	-1.63460293857606	7.55739483694292	4.38756952267819e-15	2.83466801962617e-13	12.5474977959198
EKN05_014875	EKN05_014875	transcriptional regulator	CDS	EKN05_014875	-1.28086970343031	8.32210560878629	4.4353749956785e-15	2.83466801962617e-13	12.5474977959198
EKN05_002850	EKN05_002850	aldose 1-epimerase	CDS	EKN05_002850	1.58258746836151	7.56409742389064	4.51629946466135e-15	2.84394033936469e-13	12.5460795185458
EKN05_020010	yieL	esterase family protein	CDS	EKN05_020010	-1.02396309007644	8.91048869771893	5.36532503600128e-15	3.329611855675e-13	12.477606390747
EKN05_017235	hfq	RNA chaperone Hfq	CDS	EKN05_017235	2.90820311972941	6.31814302773514	5.53721717982171e-15	3.38719485199951e-13	12.4701598193831
EKN05_018930	rraA	ribonuclease E activity regulator RraA	CDS	EKN05_018930	1.49954941635693	7.64906135640245	7.03580308509443e-15	4.24328293103864e-13	12.3722980096446
EKN05_005915	vsr	very short patch repair endonuclease	CDS	EKN05_005915	1.7041550478608	7.1868359689636	7.58578207025613e-15	4.44963271573106e-13	12.3516758353369
EKN05_018095	dusA	tRNA dihydrouridine(20/20a) synthase DusA	CDS	EKN05_018095	1.18011008500473	8.46890224763876	8.90143185213718e-15	5.15080151227722e-13	12.2881251854686
EKN05_011630	ycbS	fimbrial biogenesis outer membrane usher protein	CDS	EKN05_011630	0.75543539661686	10.5310752292647	9.74326567959253e-15	5.56275515200203e-13	12.2547100553701
EKN05_011620	EKN05_011620	fimbrial protein	CDS	EKN05_011620	1.33280987541713	8.17378208732092	1.08552333550362e-14	6.09206738030933e-13	12.2152353018667
EKN05_021120	treF	alpha	CDS	EKN05_021120	0.894509371805644	9.26858626436717	1.10000063224603e-14	6.09206738030933e-13	12.2152353018667
EKN05_005695	EKN05_005695	integrase	CDS	EKN05_005695	0.996843927141684	9.38536175747878	1.10971801883262e-14	6.09206738030933e-13	12.2152353018667
EKN05_020490	EKN05_020490	DKNYY family protein	pseudo	EKN05_020490	0.526920801185173	11.1546115439797	1.17165762487705e-14	6.3506809490171e-13	12.1971797051734
EKN05_002505	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	CDS	EKN05_002505	1.48777173273434	7.78525777376056	1.27719309400906e-14	6.83617603568348e-13	12.1651867624607
EKN05_007625	EKN05_007625	aldehyde ferredoxin oxidoreductase	pseudo	EKN05_007625	0.929777261808913	9.14750754549261	1.32043106339426e-14	6.98035285611634e-13	12.1561226232807
EKN05_014080	EKN05_014080	hypothetical protein	pseudo	EKN05_014080	0.872633768807567	9.56534359717486	1.48682875686408e-14	7.75369577457825e-13	12.110491243052
EKN05_009390	EKN05_009390	hypothetical protein	CDS	EKN05_009390	1.03190927142155	8.67541131861784	1.50293495864081e-14	7.75369577457825e-13	12.110491243052
EKN05_019475	slmA	nucleoid occlusion factor SlmA	CDS	EKN05_019475	1.10839951521637	8.45478730535905	1.58053466109749e-14	8.0569635938327e-13	12.093828598753
EKN05_012660	EKN05_012660	DNA invertase	CDS	EKN05_012660	1.47260610301204	7.86124611573164	1.63958345844939e-14	8.25964278715327e-13	12.0830387346315
EKN05_003045	EKN05_003045	glycine zipper 2TM domain-containing protein	CDS	EKN05_003045	0.951771199402447	8.94731519868319	1.99301032868557e-14	9.80927612348463e-13	12.0083630402424
EKN05_001040	EKN05_001040	hypothetical protein	CDS	EKN05_001040	1.52913775304644	7.33022894948401	2.09606492037294e-14	1.01992613511783e-12	11.9914312794855
EKN05_012675	EKN05_012675	DUF4376 domain-containing protein	CDS	EKN05_012675	1.38223746246353	7.80504807490282	2.17009079207282e-14	1.04408188445571e-12	11.9812654394825
EKN05_003075	ppk1	polyphosphate kinase 1	CDS	EKN05_003075	1.00764825762166	8.99086490148113	2.21968211489909e-14	1.05607542399977e-12	11.9763050637556
EKN05_018285	phnD	phosphonate ABC transporter substrate-binding protein	CDS	EKN05_018285	1.40229861751858	7.71531754463434	2.307648282478e-14	1.0858626313814e-12	11.9642251123222
EKN05_022680	EKN05_022680	hypothetical protein	CDS	EKN05_022680	1.72009779240981	7.43109440715144	2.6195745527055e-14	1.21924111246576e-12	11.9139104014704
EKN05_008830	EKN05_008830	ABC transporter permease	pseudo	EKN05_008830	1.15401603104055	8.27843098870428	2.83386578690229e-14	1.30479712898017e-12	11.8844570075697
EKN05_019370	yibB	protein YibB	CDS	EKN05_019370	0.604618799916461	10.178233978923	2.97841439430771e-14	1.3567628123857e-12	11.8674960685345
EKN05_013655	citE	citrate (pro-3S)-lyase subunit beta	CDS	EKN05_013655	1.4874234080456	7.89919053948441	3.21969382800606e-14	1.45123462858126e-12	11.8382623672587
EKN05_016630	dnaJ	molecular chaperone DnaJ	CDS	EKN05_016630	1.43463382194285	7.79468907969658	3.55985489246087e-14	1.58784360932474e-12	11.7991922745487
EKN05_022815	nanA	N-acetylneuraminate lyase	CDS	EKN05_022815	1.29339102086066	8.12992322316479	3.72717399665906e-14	1.64533598491692e-12	11.7837454037955
EKN05_018755	EKN05_018755	MFS transporter	pseudo	EKN05_018755	1.39273734571533	7.79665308251509	3.97935608399748e-14	1.73873497466094e-12	11.7597666099546
EKN05_001120	araE	MFS transporter	CDS	EKN05_001120	0.936168936863537	9.27134281736678	4.10916044489925e-14	1.77731565909683e-12	11.7502354327297
EKN05_013215	chiP	chitoporin	CDS	EKN05_013215	1.08785777714856	8.54811322314613	4.38560240104443e-14	1.87791494812722e-12	11.7263240810771
EKN05_013715	ybdO	LysR family transcriptional regulator	CDS	EKN05_013715	-1.43562227685885	8.39321423532112	4.51442505235712e-14	1.91393743308844e-12	11.7180722634811
EKN05_000635	EKN05_000635	TRAP transporter small permease	CDS	EKN05_000635	0.938058138487473	8.85429216608041	4.85816528371575e-14	2.03947683773244e-12	11.6904812225862
EKN05_021325	yhjY	autotransporter outer membrane beta-barrel domain-containing protein	CDS	EKN05_021325	1.11331548069438	8.57361728950781	5.24182379176788e-14	2.17917373556797e-12	11.6617081440582
EKN05_011450	hyaC	Ni/Fe-hydrogenase b-type cytochrome subunit	CDS	EKN05_011450	1.58872745530638	7.41126872105868	5.74022579485413e-14	2.36342758207359e-12	11.6264577004005
EKN05_009710	rnb	exoribonuclease II	CDS	EKN05_009710	1.0959951139418	8.83938748202055	5.84899115157161e-14	2.38373362385071e-12	11.6227422775204
EKN05_016970	hpaE	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	CDS	EKN05_016970	1.26492485918478	8.2678717658931	5.95655062475538e-14	2.38373362385071e-12	11.6227422775204
EKN05_001150	lplT	lysophospholipid transporter LplT	pseudo	EKN05_001150	1.18324823661074	8.1197677663832	6.58189423780965e-14	2.6095991783612e-12	11.5834261930425
EKN05_005355	wcaJ	undecaprenyl-phosphate glucose phosphotransferase	CDS	EKN05_005355	1.36459820503282	7.63943647675637	6.6688570702892e-14	2.61039466211846e-12	11.583293827289
EKN05_007230	EKN05_007230	CatB-related O-acetyltransferase	CDS	EKN05_007230	-3.21201692212889	6.57074714399763	6.70582468082744e-14	2.61039466211846e-12	11.583293827289
EKN05_003245	acrD	multidrug efflux RND transporter permease AcrD	CDS	EKN05_003245	0.817685234569605	9.21040944865866	7.53924997571934e-14	2.89079924748432e-12	11.538982067007
EKN05_009015	yeaX	carnitine monooxygenase subunit YeaX	CDS	EKN05_009015	1.37238681954169	7.99472791665233	7.56117505180393e-14	2.89079924748432e-12	11.538982067007
EKN05_017215	EKN05_017215	DUF2065 domain-containing protein	CDS	EKN05_017215	1.75145929843103	7.15747092099332	7.62877043040626e-14	2.89083141442474e-12	11.5389772344863
EKN05_011195	phoH	phosphate starvation-inducible protein PhoH	CDS	EKN05_011195	1.12268464754971	8.44446137606834	8.67397130931076e-14	3.25806536372532e-12	11.4870402070685
EKN05_018780	argH	argininosuccinate lyase	CDS	EKN05_018780	0.97057610802253	8.79273505872794	9.26255299376561e-14	3.44889147124386e-12	11.4623204716754
EKN05_008955	EKN05_008955	MFS transporter	pseudo	EKN05_008955	0.735645521406984	9.58673223444064	9.40945458109948e-14	3.45511186942542e-12	11.4615378864989
EKN05_023305	tdcG	L-serine ammonia-lyase	CDS	EKN05_023305	0.949220843397864	9.25765146696051	9.52132649678186e-14	3.45511186942542e-12	11.4615378864989
EKN05_003835	EKN05_003835	fimbrial protein	CDS	EKN05_003835	0.990447206540253	8.47134314713642	9.96745132914986e-14	3.58660727658989e-12	11.4453161747451
EKN05_021065	cpxA	envelope stress sensor histidine kinase CpxA	CDS	EKN05_021065	0.892108387613004	8.97315884778166	1.09934490853321e-13	3.92282908194935e-12	11.4064006137117
EKN05_023095	pnp	polyribonucleotide nucleotidyltransferase	CDS	EKN05_023095	1.22994155827089	7.93887137846241	1.14247458597402e-13	4.04303816292626e-12	11.3932921592673
EKN05_016330	ilvN	acetolactate synthase small subunit	CDS	EKN05_016330	1.12770455587431	8.10645542616884	1.21676201471221e-13	4.27063520245712e-12	11.3695075244117
EKN05_018440	sorB	PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB	CDS	EKN05_018440	0.947916325962053	8.9134221661685	1.2922206275921e-13	4.48448782984073e-12	11.348287150251
EKN05_013745	EKN05_013745	hypothetical protein	pseudo	EKN05_013745	1.50938345607868	7.26978270161505	1.29863729775864e-13	4.48448782984073e-12	11.348287150251
EKN05_007995	EKN05_007995	cation:dicarboxylase symporter family transporter	CDS	EKN05_007995	-0.961037039483865	9.31560758431878	1.34143401462677e-13	4.59521636050547e-12	11.3376940355376
EKN05_021165	kdgK	sugar kinase	CDS	EKN05_021165	1.20357362751563	7.65269889512522	1.64408809888372e-13	5.58728987255562e-12	11.25279879655
EKN05_009935	cls	cardiolipin synthase	CDS	EKN05_009935	0.979748548079724	8.67578597169353	1.66519295852318e-13	5.61445373889468e-12	11.2506924922475
EKN05_013710	dsbG	thiol:disulfide interchange protein DsbG	CDS	EKN05_013710	1.14167275737566	8.65511846675238	1.91207051899964e-13	6.39647340809098e-12	11.1940594012558
EKN05_006310	cheR	protein-glutamate O-methyltransferase CheR	CDS	EKN05_006310	1.802410048953	7.33031163910821	2.25871048360625e-13	7.49751805488525e-12	11.1250824797361
EKN05_020915	rbn	virulence factor BrkB family protein	CDS	EKN05_020915	-1.33203181365353	7.97751384138878	2.41828995267169e-13	7.96547505949244e-12	11.0987883178461
EKN05_001515	gabD	NADP-dependent succinate-semialdehyde dehydrogenase I	pseudo	EKN05_001515	1.2568377212873	7.68842556980298	2.58086971676823e-13	8.43609475358897e-12	11.0738585509418
EKN05_004525	yejO	autotransporter outer membrane beta-barrel domain-containing protein	CDS	EKN05_004525	0.59608885140242	10.2890228890061	2.77546407027107e-13	8.93821370526277e-12	11.0487492659313
EKN05_001620	ygaH	L-valine transporter subunit YgaH	CDS	EKN05_001620	1.56307399112759	7.42949355058939	2.77623172069115e-13	8.93821370526277e-12	11.0487492659313
EKN05_003980	hisP	histidine ABC transporter ATP-binding protein HisP	CDS	EKN05_003980	1.01259091036379	8.62210667236679	2.85569419999152e-13	9.12543474952514e-12	11.0397464359321
EKN05_016550	carB	carbamoyl-phosphate synthase large subunit	CDS	EKN05_016550	0.938400963163246	9.13185316750461	2.87799329771228e-13	9.12856837096592e-12	11.0395973273224
EKN05_016195	hofC	protein transport protein HofC	CDS	EKN05_016195	1.01735628688191	8.15543436957766	2.95404232142704e-13	9.30088913261073e-12	11.0314755324215
EKN05_002855	EKN05_002855	DoxX family protein	pseudo	EKN05_002855	1.1313271266146	8.31518619026258	3.09724784727738e-13	9.54130595830341e-12	11.020392177532
EKN05_011570	pqiC	membrane integrity-associated transporter subunit PqiC	CDS	EKN05_011570	1.48450371931134	7.69354936674046	3.24949232474045e-13	9.86634020750981e-12	11.0058439134333
EKN05_005880	EKN05_005880	hypothetical protein	pseudo	EKN05_005880	1.16868619146857	8.26006735533957	3.25394577563769e-13	9.86634020750981e-12	11.0058439134333
EKN05_021095	cdh	CDP-diacylglycerol diphosphatase	CDS	EKN05_021095	-2.15645876508591	6.79562177321734	3.2718830207062e-13	9.86634020750981e-12	11.0058439134333
EKN05_015300	EKN05_015300	hypothetical protein	CDS	EKN05_015300	-1.13543065685637	8.46401921753673	3.38246420532952e-13	1.01284697393154e-11	10.994456165101
EKN05_015530	EKN05_015530	DUF2824 family protein	CDS	EKN05_015530	1.5552185631261	7.41949052110481	3.4967143862033e-13	1.0325301297502e-11	10.9860972665545
EKN05_015540	EKN05_015540	hypothetical protein	CDS	EKN05_015540	1.16676881477882	7.85484106698422	3.52053710750886e-13	1.0325301297502e-11	10.9860972665545
EKN05_017660	mgtA	magnesium-translocating P-type ATPase	CDS	EKN05_017660	0.752003546761875	9.71178951796157	3.55145732656809e-13	1.03451294369827e-11	10.9852640711253
EKN05_016515	caiT	L-carnitine/gamma-butyrobetaine antiport BCCT transporter	CDS	EKN05_016515	-0.881343547961596	8.82159913691069	3.84383493028731e-13	1.11211494401961e-11	10.9538503233892
EKN05_013100	gltK	glutamate/aspartate ABC transporter permease GltK	CDS	EKN05_013100	1.33334699303635	7.46680320144966	3.92176266388267e-13	1.11567381810926e-11	10.9524627585357
EKN05_012355	ybiY	glycyl-radical enzyme activating protein	CDS	EKN05_012355	1.2103536393366	7.72825582533516	3.93132691243937e-13	1.11567381810926e-11	10.9524627585357
EKN05_010580	EKN05_010580	DUF4102 domain-containing protein	CDS	EKN05_010580	1.15615360326917	8.23215457485043	3.96035544961718e-13	1.11567381810926e-11	10.9524627585357
EKN05_002365	EKN05_002365	integrase	CDS	EKN05_002365	0.831724523342488	9.28487569916751	4.04691395450683e-13	1.13260689890185e-11	10.9459207973397
EKN05_017170	aidB	isovaleryl-CoA dehydrogenase	CDS	EKN05_017170	1.24950857807201	7.96571303339552	4.23740117393712e-13	1.17821765109083e-11	10.9287744753074
EKN05_009535	ycjV	ABC transporter ATP-binding protein	pseudo	EKN05_009535	1.11819919910244	8.96908434979945	4.27963680142721e-13	1.18228417959428e-11	10.9272781217662
EKN05_018890	yiiX	YiiX family permuted papain-like enzyme	CDS	EKN05_018890	1.23258559663578	7.84849912805199	4.61717243879812e-13	1.26735463993164e-11	10.8971018408276
EKN05_022710	EKN05_022710	AsmA2 domain-containing protein	CDS	EKN05_022710	0.814409017217741	9.47406055834627	4.71525808194489e-13	1.28603408324127e-11	10.8907475213282
EKN05_019835	dgoT	MFS transporter	CDS	EKN05_019835	0.889903628237819	8.8891540055226	4.78549888861264e-13	1.29693077474932e-11	10.8870832042912
EKN05_003770	mlaA	phospholipid-binding lipoprotein MlaA	CDS	EKN05_003770	1.0783877510052	8.09453222169208	4.8544173443448e-13	1.30733428103676e-11	10.8836133505621
EKN05_001105	yqeF	acetyl-CoA C-acetyltransferase	CDS	EKN05_001105	0.915625094159253	8.91609613324453	5.06988246807868e-13	1.35682729551956e-11	10.8674754282254
EKN05_022900	yhbH	ribosome hibernation promoting factor	CDS	EKN05_022900	1.50313453247016	7.47028380830774	5.21448117877335e-13	1.38685766506258e-11	10.8579681088257
EKN05_021580	EKN05_021580	hypothetical protein	CDS	EKN05_021580	-1.96453240658745	7.09304234846428	5.84255405738723e-13	1.54430965887235e-11	10.8112656122544
EKN05_010460	EKN05_010460	hypothetical protein	CDS	EKN05_010460	2.05508895916911	7.119858998799	6.44853781575071e-13	1.68604897325491e-11	10.7731298149393
EKN05_019295	trmL	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	CDS	EKN05_019295	1.56879106060221	7.46547789361916	6.45754394240554e-13	1.68604897325491e-11	10.7731298149393
EKN05_013055	ybeQ	Sel1 family TPR-like repeat protein YbeQ	CDS	EKN05_013055	-0.819781131553107	9.01796318724661	6.84469692527159e-13	1.77630255963715e-11	10.7504830583832
EKN05_000970	bglA	6-phospho-beta-glucosidase	pseudo	EKN05_000970	-1.2702063046097	7.97540880256335	7.07360118285403e-13	1.82464820873379e-11	10.7388208548967
EKN05_005320	wcaF	colanic acid biosynthesis acetyltransferase WcaF	CDS	EKN05_005320	-1.33308439217273	8.16768077413236	7.39760830804135e-13	1.89679992664869e-11	10.7219784758245
EKN05_001875	flhA	formate hydrogenlyase transcriptional activator FlhA	CDS	EKN05_001875	0.994305754640338	8.26325711102669	7.53720614352587e-13	1.92109028015344e-11	10.7164522253251
EKN05_000275	zupT	zinc transporter ZupT	CDS	EKN05_000275	1.10449413521458	8.05970331052631	8.15804747889065e-13	2.06702717778756e-11	10.6846538131233
EKN05_013550	nadA	quinolinate synthase NadA	CDS	EKN05_013550	1.28704258609396	8.29649059702905	9.28068801960301e-13	2.32397111695556e-11	10.6337692737967
EKN05_004990	EKN05_004990	hypothetical protein	pseudo	EKN05_004990	1.03453118753826	8.39357817778535	9.34591993730408e-13	2.32669937043814e-11	10.6332597276691
EKN05_019160	EKN05_019160	glycoside hydrolase family 127 protein	CDS	EKN05_019160	-0.92645398191773	8.62488123462117	9.63644481875744e-13	2.3851593476254e-11	10.6224826013271
EKN05_021585	EKN05_021585	DUF2776 family protein	pseudo	EKN05_021585	0.554381001012606	10.3616370200567	1.02737779807569e-12	2.52829409848283e-11	10.5971724090608
EKN05_014580	EKN05_014580	GNAT family N-acetyltransferase	CDS	EKN05_014580	-1.37355897401908	7.51877932675226	1.06394469083754e-12	2.60332066638077e-11	10.5844723339797
EKN05_012865	EKN05_012865	DedA family protein	CDS	EKN05_012865	0.860666991084163	8.7717026692523	1.11808577775783e-12	2.72025187520398e-11	10.5653908816471
EKN05_012025	macB	macrolide ABC transporter ATP-binding protein/permease MacB	CDS	EKN05_012025	1.03166636267529	8.37835621522619	1.29436713606094e-12	3.13134467605251e-11	10.5042691257178
EKN05_022170	cobA	uroporphyrinogen-III C-methyltransferase	CDS	EKN05_022170	0.80966400274996	9.13858508837973	1.30259268037921e-12	3.13354036931673e-11	10.5039647059238
EKN05_003130	hycH	formate hydrogenlyase maturation protein HycH	CDS	EKN05_003130	1.74634140244414	6.69395708479745	1.32856453504293e-12	3.16224510635063e-11	10.5000044708333
EKN05_006105	fliT	flagella biosynthesis regulatory protein FliT	CDS	EKN05_006105	1.50073069271792	7.19181447696369	1.32929500033422e-12	3.16224510635063e-11	10.5000044708333
