locus_tag	gene_name	description	type	genes	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_012025	macB	macrolide ABC transporter ATP-binding protein/permease MacB	CDS	EKN05_012025	1.32167112808963	8.37835621522619	1.33809616848129e-15	3.69659857641089e-14	13.4321977080731
EKN05_001615	EKN05_001615	branched-chain amino acid ABC transporter permease	CDS	EKN05_001615	1.69813482855114	7.74569314880948	1.43643940089015e-15	3.94284199654592e-14	13.4041906262753
EKN05_004750	preA	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	pseudo	EKN05_004750	-1.77596590735594	7.72193504442355	1.45851367727831e-15	3.97793348159599e-14	13.4003424833577
EKN05_023200	EKN05_023200	fimbrial biogenesis outer membrane usher protein	pseudo	EKN05_023200	1.51630351235502	7.7556734431244	1.55756003956921e-15	4.22118486673125e-14	13.3745656275084
EKN05_001150	lplT	lysophospholipid transporter LplT	pseudo	EKN05_001150	1.35065326528407	8.1197677663832	1.57859805517874e-15	4.25129363036186e-14	13.37147889794
EKN05_021430	EKN05_021430	hypothetical protein	CDS	EKN05_021430	-3.18960610463611	6.69184698916812	1.69018869643346e-15	4.49527204852676e-14	13.347244020149
EKN05_011150	EKN05_011150	EAL domain-containing protein	pseudo	EKN05_011150	-1.58009463292496	8.04565562951239	1.7366217778178e-15	4.59025583494804e-14	13.3381631086654
EKN05_007430	EKN05_007430	insulinase family protein	pseudo	EKN05_007430	0.981991245556734	9.430937067208	1.78792292596731e-15	4.69686255766382e-14	13.3281921482097
EKN05_019385	rfaC	lipopolysaccharide heptosyltransferase RfaC	CDS	EKN05_019385	2.13436119778893	6.92510779986165	2.42414818051052e-15	6.29103182360365e-14	13.2012781179019
EKN05_009020	rnd	ribonuclease D	CDS	EKN05_009020	1.58839101086456	7.50802248155886	2.47987014187373e-15	6.39686984789356e-14	13.1940324854426
EKN05_010370	minD	septum site-determining protein MinD	CDS	EKN05_010370	-1.77148683869692	7.67667980480361	2.57578567844508e-15	6.60449956592923e-14	13.1801600840281
EKN05_004990	EKN05_004990	hypothetical protein	pseudo	EKN05_004990	1.27840944160366	8.39357817778535	2.63640775585556e-15	6.71970119676995e-14	13.1726500381782
EKN05_001515	gabD	NADP-dependent succinate-semialdehyde dehydrogenase I	pseudo	EKN05_001515	1.47993975186158	7.68842556980298	2.79457435246731e-15	7.05839971938295e-14	13.1512937510473
EKN05_013745	EKN05_013745	hypothetical protein	pseudo	EKN05_013745	1.73620886881008	7.26978270161505	2.818744399847e-15	7.05839971938295e-14	13.1512937510473
EKN05_011870	EKN05_011870	hypothetical protein	pseudo	EKN05_011870	1.60242825311093	7.83798781045345	2.96141703351254e-15	7.37255101017483e-14	13.132382213912
EKN05_012080	ltaE	low-specificity L-threonine aldolase	CDS	EKN05_012080	1.79728117674266	7.86547419075766	3.09079898413736e-15	7.65017413299202e-14	13.1163286793383
EKN05_004525	yejO	autotransporter outer membrane beta-barrel domain-containing protein	CDS	EKN05_004525	0.696146219774022	10.2890228890061	3.18667134875087e-15	7.84214179043175e-14	13.1055653096709
EKN05_002855	EKN05_002855	DoxX family protein	pseudo	EKN05_002855	1.33158620588846	8.31518619026258	3.25147167516462e-15	7.94707104769637e-14	13.0997929043249
EKN05_009535	ycjV	ABC transporter ATP-binding protein	pseudo	EKN05_009535	1.33343099617627	8.96908434979945	3.26642808125773e-15	7.94707104769637e-14	13.0997929043249
EKN05_017730	EKN05_017730	DUF898 domain-containing protein	CDS	EKN05_017730	0.823682957108638	9.55871245213909	3.70277801181693e-15	8.95779403762717e-14	13.0477989273066
EKN05_014875	EKN05_014875	transcriptional regulator	CDS	EKN05_014875	-1.28586168114544	8.32210560878629	3.78990885830808e-15	9.11707288273888e-14	13.0401445733955
EKN05_005105	fbaB	class I fructose-bisphosphate aldolase	CDS	EKN05_005105	1.3553095523471	7.88762829936226	3.95216074407476e-15	9.45427503135649e-14	13.0243717679245
EKN05_000395	dkgA	2	CDS	EKN05_000395	1.72405122450721	7.51947409148166	4.02897537204846e-15	9.58448474617307e-14	13.0184312294639
EKN05_009925	kch	voltage-gated potassium channel protein	CDS	EKN05_009925	0.867869413988	9.54184493436288	4.09855757730023e-15	9.64908295596711e-14	13.015513959826
EKN05_012660	EKN05_012660	DNA invertase	CDS	EKN05_012660	1.54647739092488	7.86124611573164	4.10119826713222e-15	9.64908295596711e-14	13.015513959826
EKN05_003420	murP	PTS N-acetylmuramic acid transporter subunits IIBC	CDS	EKN05_003420	1.1649072717399	8.53714943159438	4.59953402475789e-15	1.07624069366193e-13	12.9680905909007
EKN05_012065	priS	hydroxylamine reductase	CDS	EKN05_012065	1.32798763777745	7.92042030238843	4.64371097458748e-15	1.08067230397737e-13	12.9663059787107
EKN05_013680	rna	ribonuclease I	CDS	EKN05_013680	1.2816262587429	8.22341566764628	5.73084537511513e-15	1.32645837276989e-13	12.8773063745999
EKN05_013320	EKN05_013320	DUF1795 domain-containing protein	CDS	EKN05_013320	1.25426592968379	8.32799467073089	6.0704750276212e-15	1.39751473485344e-13	12.8546436043848
EKN05_019475	slmA	nucleoid occlusion factor SlmA	CDS	EKN05_019475	1.14057164949782	8.45478730535905	6.63785172786593e-15	1.51996155608139e-13	12.8181673963926
EKN05_017215	EKN05_017215	DUF2065 domain-containing protein	CDS	EKN05_017215	1.91309176102794	7.15747092099332	6.83415404778411e-15	1.55658764003253e-13	12.8078264223563
EKN05_001105	yqeF	acetyl-CoA C-acetyltransferase	CDS	EKN05_001105	1.06652295305731	8.91609613324453	6.97210468733326e-15	1.57960594027307e-13	12.8014512417227
EKN05_008510	ydiQ	electron transfer flavoprotein	CDS	EKN05_008510	1.5135335637161	7.48298271012967	7.32754184314241e-15	1.6513965353861e-13	12.7821486308848
EKN05_012690	EKN05_012690	transcriptional regulator	CDS	EKN05_012690	0.998515349502144	9.23649992421177	7.42770012914454e-15	1.66520481429303e-13	12.7785323421896
EKN05_010115	EKN05_010115	SirB family protein	CDS	EKN05_010115	1.8086226729684	7.23252763634292	7.55615421604949e-15	1.68517981005854e-13	12.7733537527452
EKN05_002365	EKN05_002365	integrase	CDS	EKN05_002365	0.95719758334677	9.28487569916751	7.63613682837965e-15	1.68599121969606e-13	12.7731446914239
EKN05_013800	entS	enterobactin transporter EntS	CDS	EKN05_013800	1.408572352444	7.93418513921217	7.68368876662659e-15	1.68599121969606e-13	12.7731446914239
EKN05_013710	dsbG	thiol:disulfide interchange protein DsbG	CDS	EKN05_013710	1.28027449062902	8.65511846675238	7.75670328445687e-15	1.68599121969606e-13	12.7731446914239
EKN05_019835	dgoT	MFS transporter	CDS	EKN05_019835	1.03072699607056	8.8891540055226	7.77142954296914e-15	1.68599121969606e-13	12.7731446914239
EKN05_006310	cheR	protein-glutamate O-methyltransferase CheR	CDS	EKN05_006310	2.04660545998186	7.33031163910821	7.78522275543081e-15	1.68599121969606e-13	12.7731446914239
EKN05_006480	EKN05_006480	transposase	pseudo	EKN05_006480	-2.26973574442505	7.74840447407659	7.79603599952872e-15	1.68599121969606e-13	12.7731446914239
EKN05_021395	gadE	acid resistance transcriptional activator GadE	CDS	EKN05_021395	-2.63760518595061	6.52455291973943	8.07154744786905e-15	1.73680232018971e-13	12.7602496093804
EKN05_020010	yieL	esterase family protein	CDS	EKN05_020010	-1.00600691507719	8.91048869771893	8.75219196728854e-15	1.87384430019648e-13	12.7272664979598
EKN05_008905	ansA	L-asparaginase 1	CDS	EKN05_008905	1.34934908304635	8.19055622807587	9.31329985693746e-15	1.9742351478914e-13	12.7046011204863
