locus_tag	gene_name	description	type	genes	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_010780	yceD	23S rRNA accumulation protein YceD	CDS	EKN05_010780	-2.41116060193974	6.73859445393864	1.67930092489774e-12	1.15980105813099e-10	9.93561649936411
EKN05_023110	deaD	DEAD/DEAH family ATP-dependent RNA helicase	CDS	EKN05_023110	-3.94618296558346	6.30017710118146	2.76428625879188e-12	1.87883710478521e-10	9.72611087160762
EKN05_009120	cspE	transcription antiterminator/RNA stability regulator CspE	CDS	EKN05_009120	0.623112046329311	10.2154666331146	4.05397048720882e-12	2.71235962909815e-10	9.56665272830859
EKN05_021815	gntR	HTH-type transcriptional regulator GntR	CDS	EKN05_021815	0.725108048810852	10.2342809056632	5.0250431376623e-12	3.31034380238e-10	9.48012689935942
EKN05_010165	ychF	redox-regulated ATPase YchF	CDS	EKN05_010165	-3.67865063438272	5.96095106081977	6.83663683136504e-12	4.3693252107321e-10	9.35958562936457
EKN05_009125	EKN05_009125	DUF2627 domain-containing protein	CDS	EKN05_009125	0.717458322324707	9.50383268248003	7.84532686787694e-12	4.94024847768369e-10	9.30625120699274
EKN05_014490	lon	endopeptidase La	CDS	EKN05_014490	-3.76226400292634	7.43727901715476	8.88499920816962e-12	5.51385023324381e-10	9.2585450343418
EKN05_014595	EKN05_014595	sel1 repeat family protein	CDS	EKN05_014595	-1.14594976704331	8.03659651760111	1.09840235214867e-11	6.71908410271514e-10	9.17268992281613
EKN05_016630	dnaJ	molecular chaperone DnaJ	CDS	EKN05_016630	-1.14587177098257	7.79468907969658	1.7110362467097e-11	1.01759127894596e-09	8.99242662371008
EKN05_018480	EKN05_018480	ShET2/EspL2 family type III secretion system effector toxin	pseudo	EKN05_018480	-0.849288774629107	8.7949588002052	3.38410480756964e-11	1.90667589289648e-09	8.71972312441038
EKN05_016035	pcnB	polynucleotide adenylyltransferase PcnB	CDS	EKN05_016035	-1.37676857558466	7.97633665896403	3.58193522142085e-11	1.99192813222391e-09	8.70072633475852
EKN05_021430	EKN05_021430	hypothetical protein	CDS	EKN05_021430	-1.98514756394839	6.69184698916812	4.23643795554415e-11	2.32569581097949e-09	8.63344708937205
EKN05_019370	yibB	protein YibB	CDS	EKN05_019370	0.46338701493757	10.178233978923	5.37691545887012e-11	2.80779902376608e-09	8.5516339812976
EKN05_023095	pnp	polyribonucleotide nucleotidyltransferase	CDS	EKN05_023095	-0.956283370070949	7.93887137846241	9.25017386620367e-11	4.71538624941478e-09	8.32648272729165
EKN05_005390	rfbD	dTDP-4-dehydrorhamnose reductase	CDS	EKN05_005390	0.724205746949862	9.65786957629193	1.0004884832862e-10	5.04010786521356e-09	8.29756016895809
EKN05_019660	iucC	IucA/IucC family siderophore biosynthesis protein	CDS	EKN05_019660	-1.15925052142371	7.63160071846529	1.39299462729661e-10	6.85609539549896e-09	8.16392314828285
EKN05_010770	plsX	phosphate acyltransferase PlsX	CDS	EKN05_010770	-5.54413346441745	5.6965856211135	2.71152479161859e-10	1.28669462493696e-08	7.89052451326765
EKN05_019670	iutA	TonB-dependent receptor	CDS	EKN05_019670	-2.43223740756412	5.92123609579705	2.73445144486837e-10	1.28669462493696e-08	7.89052451326765
EKN05_000645	hemW	radical SAM family heme chaperone HemW	CDS	EKN05_000645	-1.01530803308852	8.00016336090188	3.1603215729796e-10	1.43962733781901e-08	7.84174991490103
EKN05_015310	EKN05_015310	siphovirus Gp157 family protein	CDS	EKN05_015310	-0.867172987419447	8.74984202413563	5.38724829322144e-10	2.33012092844184e-08	7.63262153940653
EKN05_020530	uvrD	DNA helicase II	CDS	EKN05_020530	-1.4212820334443	7.61105329024701	5.49575223872201e-10	2.35328110862076e-08	7.62832619155291
EKN05_021590	EKN05_021590	DUF4049 domain-containing protein	CDS	EKN05_021590	-2.09722996255177	6.37709422691524	5.8227816572394e-10	2.46862881745536e-08	7.60754420559237
EKN05_016430	rapA	RNA polymerase-associated protein RapA	CDS	EKN05_016430	-0.609589723594517	9.32181434359002	6.8447330953481e-10	2.84554826352239e-08	7.54583404389727
EKN05_005400	rfbC	dTDP-4-dehydrorhamnose 3	CDS	EKN05_005400	0.838980576276042	8.14675988036718	1.25809906346819e-09	4.94236714657869e-08	7.30606499592086
EKN05_016305	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase	CDS	EKN05_016305	-4.12164468119716	5.21498400492324	1.58702776849083e-09	6.17786627697975e-08	7.20916149645515
EKN05_012585	moaA	GTP 3'	CDS	EKN05_012585	1.01234378649144	7.58363882818606	2.64088986467834e-09	1.00073366376572e-07	6.99968149070006
EKN05_017375	epmB	EF-P beta-lysylation protein EpmB	CDS	EKN05_017375	-1.24609233274574	7.25231949998139	3.01595854251627e-09	1.13283635781181e-07	6.94583282096817
EKN05_016845	prfC	peptide chain release factor 3	CDS	EKN05_016845	-1.49937226330913	7.22489623028946	4.97072865668607e-09	1.8037847549093e-07	6.74381528793176
EKN05_008070	EKN05_008070	MFS transporter	pseudo	EKN05_008070	0.823687094112509	7.98649718652561	6.89563183168181e-09	2.47340287568394e-07	6.60670513861804
EKN05_000730	speA	biosynthetic arginine decarboxylase	CDS	EKN05_000730	-0.629003795119765	8.71841630528038	6.93153538257994e-09	2.47340287568394e-07	6.60670513861804
EKN05_018315	proP	proline/glycine betaine transporter ProP	CDS	EKN05_018315	-0.842320338046422	7.88035873461294	7.90723968435868e-09	2.77531150232983e-07	6.55668826437896
EKN05_019650	iucA	IucA/IucC family siderophore biosynthesis protein	CDS	EKN05_019650	-1.23932849496244	7.13430564887176	8.00330971258966e-09	2.78619286091942e-07	6.55498882490627
EKN05_009050	EKN05_009050	DUF1889 family protein	CDS	EKN05_009050	0.495309540460782	9.54962418452058	8.63810332418384e-09	2.98293213178671e-07	6.52535662767241
EKN05_008535	ppsA	phosphoenolpyruvate synthase	CDS	EKN05_008535	0.6165762397792	9.00360586396059	8.89093084477180e-09	3.04567727018503e-07	6.51631611781003
EKN05_021070	cpxR	envelope stress response regulator transcription factor CpxR	CDS	EKN05_021070	0.661884773702494	8.76320382405973	1.26151279108321e-08	4.22015450892056e-07	6.37467164829349
EKN05_014605	EKN05_014605	hypothetical protein	CDS	EKN05_014605	-1.1059482049319	7.86412697101678	1.35084961044513e-08	4.48398297048531e-07	6.34833604546116
EKN05_021570	EKN05_021570	response regulator transcription factor	CDS	EKN05_021570	-1.21706449577754	7.46170702373361	1.7019442516818e-08	5.60594252746267e-07	6.25135135897205
EKN05_007135	EKN05_007135	IS3 family transposase	pseudo	EKN05_007135	0.85017763078481	7.83433944459643	2.24712524634054e-08	7.34518343880169e-07	6.13399735365663
EKN05_019535	recG	ATP-dependent DNA helicase RecG	CDS	EKN05_019535	-1.94614780088805	5.8936647022551	2.5284474081618e-08	8.20213015284004e-07	6.08607334353284
EKN05_020940	EKN05_020940	hypothetical protein	pseudo	EKN05_020940	-0.751194484745329	8.65092845853452	2.81983690461747e-08	9.07860272599398e-07	6.04198098794215
EKN05_005050	yehA	putative fimbrial-like adhesin protein	pseudo	EKN05_005050	-1.26236013957605	7.44093601102212	3.21590579671906e-08	1.02764989713067e-06	5.98815481689848
EKN05_008905	ansA	L-asparaginase 1	CDS	EKN05_008905	0.748882212610072	8.19055622807587	3.45747016222398e-08	1.08859464960611e-06	5.9631338045516
EKN05_003880	mnmC	bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	CDS	EKN05_003880	0.641573085214443	8.39651704141574	4.96057172378142e-08	1.5392150812487e-06	5.81270069006263
EKN05_003775	EKN05_003775	hypothetical protein	CDS	EKN05_003775	-1.46889018876148	6.4511200093597	5.06095453946974e-08	1.55906527611579e-06	5.80713570106298
EKN05_004160	elaB	stress response protein ElaB	CDS	EKN05_004160	1.09632770305015	6.76500144456106	5.81455973345438e-08	1.76581168642919e-06	5.75305561327565
EKN05_018920	hslU	HslU--HslV peptidase ATPase subunit	CDS	EKN05_018920	-0.76676364536996	7.75720818435001	6.04671597276421e-08	1.81285029780769e-06	5.74163805774695
EKN05_020520	xerC	tyrosine recombinase XerC	CDS	EKN05_020520	-3.58325538909413	4.6951586215159	6.05412406787716e-08	1.81285029780769e-06	5.74163805774695
EKN05_003980	hisP	histidine ABC transporter ATP-binding protein HisP	CDS	EKN05_003980	0.63060823787082	8.62210667236679	6.10964420808615e-08	1.81677059021006e-06	5.74069990906841
EKN05_000420	exbB	biopolymer transporter ExbB	CDS	EKN05_000420	-2.53125930433712	4.80172323102514	7.39222342469431e-08	2.18300004858904e-06	5.66094625462437
EKN05_007290	narH	nitrate reductase subunit beta	CDS	EKN05_007290	0.997772715048744	6.95417389381122	9.49549113364319e-08	2.74727655636893e-06	5.56109761984429
EKN05_017705	EKN05_017705	DNA-binding protein	CDS	EKN05_017705	-0.97648722925616	7.6629012571985	9.69472714383296e-08	2.7860954114022e-06	5.55500401499893
EKN05_000840	mscS	small-conductance mechanosensitive channel MscS	CDS	EKN05_000840	0.493467451364364	9.34625683707922	1.09635744659793e-07	3.12973505755488e-06	5.50449242536474
EKN05_019590	EKN05_019590	hypothetical protein	CDS	EKN05_019590	-0.459549022417646	9.26866968628855	1.22279032242909e-07	3.46754182823931e-06	5.45997829141864
EKN05_007235	yncL	stress response membrane protein YncL	CDS	EKN05_007235	0.739167352596052	8.31693844012287	1.2947337994307e-07	3.64740140076465e-06	5.43801643944345
EKN05_021545	EKN05_021545	fimbrial biogenesis outer membrane usher protein	CDS	EKN05_021545	-0.29206564375756	10.7283585522305	1.48516795328588e-07	4.12953842595462e-06	5.38409848835898
EKN05_017200	vacB	ribonuclease R	CDS	EKN05_017200	-1.74918718900278	6.50638736064051	1.59205117841901e-07	4.36997637563476e-06	5.35952091084633
EKN05_017900	EKN05_017900	DUF2686 family protein	CDS	EKN05_017900	-1.63342728636819	7.18651328470708	1.83412928663843e-07	5.00238318814379e-06	5.30082304388853
EKN05_013700	ahpF	alkyl hydroperoxide reductase subunit F	CDS	EKN05_013700	-0.724520576145083	7.73156598322637	2.0822257950514e-07	5.64309547747474e-06	5.24848260168997
EKN05_015380	gtrV	glucosyl transferase	CDS	EKN05_015380	0.361922739031201	9.79394232138884	2.20163120492037e-07	5.89211551216815e-06	5.2297287476058
EKN05_004765	sanA	outer membrane permeability protein SanA	CDS	EKN05_004765	-0.414484842333987	9.53556350774143	2.26424157441292e-07	6.02203877120257e-06	5.22025645273141
EKN05_020560	EKN05_020560	hypothetical protein	CDS	EKN05_020560	-0.550954410713602	8.71439983144614	2.56082238457324e-07	6.76879101897693e-06	5.16948889419144
EKN05_018090	EKN05_018090	DUF2713 family protein	CDS	EKN05_018090	-1.6125756076874	6.02630345044233	3.06571507950408e-07	8.05361470578925e-06	5.09400915138022
EKN05_012980	ybeF	DNA-binding transcriptional regulator	CDS	EKN05_012980	0.398147351968588	9.74569890769232	3.14983516254553e-07	8.2241427841585e-06	5.08490935824254
EKN05_006800	EKN05_006800	DUF2511 domain-containing protein	CDS	EKN05_006800	0.805702161539904	7.76330702385444	3.19495404940173e-07	8.29138984214436e-06	5.08137266484394
EKN05_019270	EKN05_019270	DUF3251 domain-containing protein	CDS	EKN05_019270	-0.922245061651134	7.3891437332436	3.24129037643536e-07	8.34327551511492e-06	5.07866341472633
EKN05_010315	hlyE	hemolysin HlyE	pseudo	EKN05_010315	-0.858962440067368	7.63632273758908	3.25391641995374e-07	8.34327551511492e-06	5.07866341472633
EKN05_017320	epmA	elongation factor P--(R)-beta-lysine ligase	CDS	EKN05_017320	-0.75480346377159	7.84994356065121	3.99562533193171e-07	1.01840878996021e-05	4.99207786091102
EKN05_021890	glpR	DeoR/GlpR family transcriptional regulator	CDS	EKN05_021890	-1.82584581512403	5.82203107439956	4.09556203661593e-07	1.03459349010351e-05	4.98523025859755
EKN05_012420	dps	DNA starvation/stationary phase protection protein	CDS	EKN05_012420	0.62249045182037	8.39037003879457	4.10744729840253e-07	1.03459349010351e-05	4.98523025859755
EKN05_017855	fimC	type 1 fimbriae chaperone FimC	CDS	EKN05_017855	-0.469578847890988	9.26886858865502	4.3412928412498e-07	1.0818287280478e-05	4.96584149001636
EKN05_006040	emrE	EmrE family multidrug efflux SMR transporter	CDS	EKN05_006040	0.36465426101106	9.7556421283699	4.34550539991176e-07	1.0818287280478e-05	4.96584149001636
EKN05_001075	EKN05_001075	LysM peptidoglycan-binding domain-containing protein	CDS	EKN05_001075	0.83082950596796	7.59406134245684	4.49311998995811e-07	1.11211212699426e-05	4.95385142347344
EKN05_013435	sucA	2-oxoglutarate dehydrogenase E1 component	CDS	EKN05_013435	-7.43825505152832	3.54152574848629	4.73256350126267e-07	1.16464579956361e-05	4.93380613531107
EKN05_017240	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	CDS	EKN05_017240	-3.3129218181791	4.45026273692442	5.12652100466723e-07	1.22803701184378e-05	4.91078854378338
EKN05_007930	hdhA	7-alpha-hydroxysteroid dehydrogenase	CDS	EKN05_007930	0.480168266888979	9.09746677846784	5.13355032975329e-07	1.22803701184378e-05	4.91078854378338
EKN05_014505	tig	trigger factor	CDS	EKN05_014505	-0.693840569780395	7.84655132343142	5.2713511993966e-07	1.24414485032642e-05	4.90512905370043
EKN05_011195	phoH	phosphate starvation-inducible protein PhoH	CDS	EKN05_011195	0.60280053930962	8.44446137606834	5.27345948282818e-07	1.24414485032642e-05	4.90512905370043
EKN05_006160	EKN05_006160	DUF2594 family protein	CDS	EKN05_006160	0.567207772246822	8.62299357127865	5.28805144230288e-07	1.24414485032642e-05	4.90512905370043
EKN05_022635	fis	DNA-binding transcriptional regulator Fis	CDS	EKN05_022635	-2.5345150494551	5.48135365387891	5.53176413509885e-07	1.2943723511745e-05	4.88794077250915
EKN05_003320	EKN05_003320	amino acid permease	CDS	EKN05_003320	-0.581560849526813	9.09771104881039	6.00170694866863e-07	1.39670158446734e-05	4.85489637417442
EKN05_018660	tuf	elongation factor Tu	CDS	EKN05_018660	-1.50968432398919	5.76124876527702	7.19407979299316e-07	1.66513782019442e-05	4.77854981496677
EKN05_013500	tolR	colicin uptake protein TolR	CDS	EKN05_013500	-7.66918141081925	3.11487538263144	7.40015807768318e-07	1.7036277897118e-05	4.76862528429443
EKN05_002595	srmB	ATP-dependent RNA helicase SrmB	CDS	EKN05_002595	-1.48241624510561	6.25684147636798	7.74095215899567e-07	1.77255385801174e-05	4.75140056016072
EKN05_011630	ycbS	fimbrial biogenesis outer membrane usher protein	CDS	EKN05_011630	0.35973115563569	10.5310752292647	7.8434825194267e-07	1.78647830575453e-05	4.74800225332009
EKN05_021540	EKN05_021540	pili assembly chaperone protein SafB	CDS	EKN05_021540	-0.350145291233191	10.0436691460508	8.00777975898309e-07	1.81424936126802e-05	4.74130302114587
EKN05_021535	EKN05_021535	LuxR family transcriptional regulator	CDS	EKN05_021535	-0.302963965898565	10.5149463288227	8.19955827619082e-07	1.84689125177471e-05	4.73355867583458
EKN05_009995	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	CDS	EKN05_009995	-2.18094778127102	5.52523349812303	8.23811838133976e-07	1.84689125177471e-05	4.73355867583458
EKN05_002645	rnc	ribonuclease III	CDS	EKN05_002645	-7.45415944889197	3.7488311946664	9.21171982688402e-07	2.04376084449313e-05	4.68956992555966
EKN05_011545	ompA	porin OmpA	CDS	EKN05_011545	-1.05335441302777	6.95463159721702	1.09100459202061e-06	2.39573418617039e-05	4.62056136987349
EKN05_003100	hda	DnaA inactivator Hda	CDS	EKN05_003100	-4.71186778272543	3.9359465348781	1.09696921852704e-06	2.39654193557794e-05	4.62041496716009
EKN05_022940	mlaF	phospholipid ABC transporter ATP-binding protein MlaF	CDS	EKN05_022940	-0.788396536725538	7.14915379146487	1.26372237592605e-06	2.73295919884614e-05	4.56336685196934
EKN05_012655	ybhE	6-phosphogluconolactonase	CDS	EKN05_012655	-1.49046110318936	6.25981249706887	1.30077922344561e-06	2.78540140708958e-05	4.55511220935128
EKN05_007965	EKN05_007965	DUF945 domain-containing protein	CDS	EKN05_007965	0.848897526337597	7.87574592386398	1.41816328632297e-06	3.02118168757959e-05	4.51982315637499
EKN05_011450	hyaC	Ni/Fe-hydrogenase b-type cytochrome subunit	CDS	EKN05_011450	0.805448936831817	7.41126872105868	1.49292033890897e-06	3.16469549069714e-05	4.49966807176737
EKN05_014715	tgt	tRNA guanosine(34) transglycosylase Tgt	CDS	EKN05_014715	-0.763530293650929	7.58978471308903	1.55374369978832e-06	3.26133849141842e-05	4.48660412381711
EKN05_009850	trpD	bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD	CDS	EKN05_009850	0.874697743500315	7.13374400834037	1.66401440654196e-06	3.47576082381106e-05	4.45895011613386
EKN05_021595	EKN05_021595	DUF4049 domain-containing protein	CDS	EKN05_021595	-0.44754346533853	9.36834564273613	1.80540587573564e-06	3.73466085019325e-05	4.42774883095093
EKN05_021565	EKN05_021565	hypothetical protein	CDS	EKN05_021565	-0.312458024081977	10.1957424577069	1.8160256541145e-06	3.73856819755687e-05	4.42729469270822
EKN05_006735	zwf	glucose-6-phosphate dehydrogenase	CDS	EKN05_006735	-0.828645146547867	7.7005714120927	1.82476724002782e-06	3.73859010612398e-05	4.42729214768526
EKN05_019335	envC	murein hydrolase activator EnvC	CDS	EKN05_019335	-1.09898491949606	6.72619065533504	1.86729706510477e-06	3.7894625747766e-05	4.42142237772553
EKN05_017820	yjhT	N-acetylneuraminate epimerase	CDS	EKN05_017820	-0.32175929031467	10.7529187486644	1.88892382141188e-06	3.81526971853099e-05	4.41847475439872
EKN05_021300	EKN05_021300	hypothetical protein	CDS	EKN05_021300	1.01274080380177	6.63478778073385	1.92352297149477e-06	3.86691331640404e-05	4.41263556328492
EKN05_010945	EKN05_010945	rhodanese-related sulfurtransferase	CDS	EKN05_010945	0.43464422399579	8.8604296527345	1.94667289646618e-06	3.89516511339635e-05	4.40947412815391
EKN05_003710	emrY	multidrug efflux MFS transporter permease subunit EmrY	CDS	EKN05_003710	-0.444724131943096	9.41453779903046	1.97798409786717e-06	3.93940832886847e-05	4.40456900122095
EKN05_008655	pfkB	6-phosphofructokinase II	CDS	EKN05_008655	0.577685002980198	8.48232410836532	2.17227172768968e-06	4.3063275638737e-05	4.36589293833693
EKN05_020020	bglB	glycoside hydrolase family 1 protein	CDS	EKN05_020020	-0.293797673450111	10.1581711120961	2.25692659974929e-06	4.43581875632023e-05	4.35302620705355
EKN05_020115	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	CDS	EKN05_020115	-1.33165612075727	7.73066798034774	2.25831034301217e-06	4.43581875632023e-05	4.35302620705355
EKN05_020945	EKN05_020945	transposase	CDS	EKN05_020945	-0.336850911918266	9.99996406452181	2.34809517292202e-06	4.59111576732972e-05	4.33808175613866
EKN05_009545	ycjT	kojibiose phosphorylase	CDS	EKN05_009545	0.564083576731577	8.05274021596434	2.37806777207385e-06	4.60588022130597e-05	4.33668736031496
EKN05_019880	recF	DNA replication/repair protein RecF	CDS	EKN05_019880	-0.936448759635643	6.97781841097786	2.38245090974849e-06	4.60588022130597e-05	4.33668736031496
EKN05_020950	EKN05_020950	CopG family transcriptional regulator	CDS	EKN05_020950	-0.665809021013585	8.02008632261138	2.50157177129967e-06	4.78202246638624e-05	4.32038838785959
EKN05_004795	mdtQ	multidrug resistance outer membrane protein MdtQ	CDS	EKN05_004795	0.592016146802016	8.1255617160977	2.52011797158236e-06	4.79606451302918e-05	4.31911498373329
EKN05_020815	glnG	nitrogen regulation protein NR(I)	CDS	EKN05_020815	-0.63542910528932	8.16637665691355	2.58714157986618e-06	4.9018319668084e-05	4.30964158030113
EKN05_020865	yihO	MFS transporter	CDS	EKN05_020865	-0.266227847713254	10.8885219735956	2.63939365137053e-06	4.97880335469984e-05	4.30287502649724
EKN05_005900	EKN05_005900	hypothetical protein	CDS	EKN05_005900	0.73936302790176	7.32007750697759	2.65550238856473e-06	4.98721983676937e-05	4.30214148764857
EKN05_008530	ydiD	medium-chain fatty-acid--CoA ligase	pseudo	EKN05_008530	0.455744286781401	9.02255740390087	2.77421985368134e-06	5.18742769146878e-05	4.28504794395021
EKN05_016450	surA	peptidylprolyl isomerase SurA	CDS	EKN05_016450	-4.67241118905775	3.98976007422668	2.80707899153503e-06	5.22604880076217e-05	4.28182653915466
EKN05_008300	EKN05_008300	DUF1283 family protein	CDS	EKN05_008300	0.847069658390359	7.26904034162272	2.86678442442068e-06	5.31409995903435e-05	4.27457028070317
EKN05_001620	ygaH	L-valine transporter subunit YgaH	CDS	EKN05_001620	0.803851572645911	7.42949355058939	2.95375458009499e-06	5.45171427239947e-05	4.26346691387405
EKN05_014610	EKN05_014610	hypothetical protein	CDS	EKN05_014610	-0.584374193050949	8.89693128590468	3.09118623201788e-06	5.68088388218907e-05	4.24558408765285
EKN05_006675	ruvC	crossover junction endodeoxyribonuclease RuvC	CDS	EKN05_006675	-3.01315307845244	4.2506685427311	3.36097836666356e-06	6.12413164512909e-05	4.21295548222286
EKN05_007275	EKN05_007275	GntR family transcriptional regulator	CDS	EKN05_007275	0.378196629421534	10.1094901152969	3.42378242621659e-06	6.21213404621163e-05	4.20675918158129
EKN05_008345	dcp	peptidyl-dipeptidase Dcp	CDS	EKN05_008345	0.417540323183852	9.19520993412261	3.45762668399196e-06	6.24707065858801e-05	4.20432358186231
EKN05_017535	EKN05_017535	hypothetical protein	CDS	EKN05_017535	-0.985106399536579	6.5647391438849	3.57836817896198e-06	6.43805569004841e-05	4.19124527092842
EKN05_010965	EKN05_010965	IS3 family transposase	CDS	EKN05_010965	1.18121269198867	6.08713550206112	3.81813323448956e-06	6.84068891635326e-05	4.16490015887863
EKN05_015700	EKN05_015700	endonuclease/exonuclease/phosphatase family protein	CDS	EKN05_015700	-0.74395670216851	7.19142729287128	4.2596809378528e-06	7.59998073995238e-05	4.11918750831697
EKN05_020375	wecB	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	CDS	EKN05_020375	-0.883192255512085	6.57242947799081	4.27948599648832e-06	7.60363445517136e-05	4.11897877001779
EKN05_017095	rpsR	30S ribosomal protein S18	CDS	EKN05_017095	-5.42258488997854	3.38210822244581	4.3716192017003e-06	7.73523695110771e-05	4.11152637815306
EKN05_012235	ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	CDS	EKN05_012235	0.453289263718642	8.66140773311796	4.47911032853533e-06	7.8928191056742e-05	4.10276785061004
EKN05_011850	pflB	formate C-acetyltransferase	CDS	EKN05_011850	0.438369318403943	8.84195373234768	4.59706150050362e-06	8.06746612506414e-05	4.09326284950368
EKN05_006305	tap	methyl-accepting chemotaxis protein IV	CDS	EKN05_006305	0.743288270025613	7.22322169850362	5.1080995756492e-06	8.92770709507342e-05	4.04926006673536
EKN05_018740	fabR	HTH-type transcriptional repressor FabR	CDS	EKN05_018740	0.730579328905887	7.72903554256102	5.12901693117114e-06	8.92782540620927e-05	4.04925431144652
EKN05_006105	fliT	flagella biosynthesis regulatory protein FliT	CDS	EKN05_006105	0.790242149191537	7.19181447696369	5.47055697496484e-06	9.36996998671977e-05	4.02826180021391
EKN05_021365	cspA	RNA chaperone/antiterminator CspA	CDS	EKN05_021365	-0.720679768157462	7.13575148446452	5.95622756743353e-06	0.000101611818500997	3.99305577619322
EKN05_003270	tkt	transketolase	CDS	EKN05_003270	0.491561372950627	8.50418981812397	6.06437891508387e-06	0.000103046311565036	3.98696754872339
EKN05_013070	EKN05_013070	sel1 repeat family protein	CDS	EKN05_013070	-0.470225225300995	8.33760053620208	6.72192683501634e-06	0.000113767947460632	3.94398007714755
EKN05_021550	EKN05_021550	hypothetical protein	CDS	EKN05_021550	-0.507504892269089	8.28934919328706	6.94072769674847e-06	0.000117008645659358	3.93178204745529
EKN05_005245	EKN05_005245	hypothetical protein	pseudo	EKN05_005245	0.514333567110606	7.97731453467896	7.52504911760027e-06	0.000125868204381111	3.9000839633456
EKN05_012675	EKN05_012675	DUF4376 domain-containing protein	CDS	EKN05_012675	0.605677378019841	7.80504807490282	8.16889784612772e-06	0.000136105916642486	3.86612299522773
EKN05_007515	EKN05_007515	MFS transporter	CDS	EKN05_007515	-0.482626645932101	9.43078964982722	8.38127420552379e-06	0.000139103163364546	3.85666299354393
EKN05_021925	gntT	gluconate transporter	CDS	EKN05_021925	-0.545831063633322	7.76616336998604	8.76589278710421e-06	0.0001438143789823	3.84219768974955
EKN05_014095	fimA	type 1 fimbrial protein subunit FimA	CDS	EKN05_014095	-0.802141815536625	7.62150103140918	8.84356195486055e-06	0.000144534856071423	3.84002740568242
EKN05_002635	lepA	elongation factor 4	CDS	EKN05_002635	-2.92063302665659	5.28489933852859	8.88356036843971e-06	0.000144636522804787	3.83972202758253
EKN05_007835	pdxY	pyridoxal kinase PdxY	CDS	EKN05_007835	0.923238374033612	6.83772622392206	9.04346581465484e-06	0.000146682275069515	3.83362236267057
EKN05_010195	treA	alpha	CDS	EKN05_010195	0.484696935928823	8.35898837340504	1.05107192685785e-05	0.000168586454004103	3.77317732406248
EKN05_014325	EKN05_014325	YbaB/EbfC family nucleoid-associated protein	CDS	EKN05_014325	-1.84391984629125	5.03643160632617	1.05120465247771e-05	0.000168586454004103	3.77317732406248
